M18274,20020918,20020816,CMH,PortColumbusInternational,novalue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),75,ApproveinFull
M0616726L,20020918,20020728,MDW,MidwayInternationalAirport,SouthwestAirlines,PersonalInjury,Checkpoint,novalue,0,novalue
M18315,20020918,20020813,novalue,novalue,novalue,novalue,Other,CellPhones,0,novalue
M16961,20020918,20020805,novalue,novalue,DeltaAirLines,novalue,CheckedBaggage,Other,171.99,Settle
M17666,20020918,20020901,BWI,BaltimoreWashingtonIntlThurgoodMarshall,ContinentalAirlines,novalue,Other,ComputerLaptop,801.9,Settle
M18141,20020918,20020816,BDL,BradleyInternationalAirport,AmericanAirlines,novalue,Checkpoint,CellPhones,53.38,Settle
M18301,20020918,20020814,JFK,JohnF.KennedyInternational,UAL,PassengerPropertyLoss,Checkpoint,CellPhones,74.55,Settle
M0909839M,20020919,20021231,DCA,RonaldReaganWashingtonNationalAirport,novalue,PropertyDamage,Checkpoint,CellPhones,0,Deny
M15542,20020919,20020701,BWI,BaltimoreWashingtonIntlThurgoodMarshall,SouthwestAirlines,PropertyDamage,Other,CamerasDigital,0,Deny
M18065,20020919,20020820,BOS,Boston(Logan)InternationalAirport,UAL,novalue,Other,Luggage(alltypesincludingfootlockers),0,Deny
M18109,20020919,20020816,JFK,JohnF.KennedyInternational,AmericaWest,novalue,Other,Other,0,Deny
M18098,20020919,20020821,BOS,Boston(Logan)InternationalAirport,UAL,PropertyDamage,Checkpoint,Other,75,Settle
M18101,20020919,20020824,EWR,NewarkInternationalAirport,ContinentalAirlines,novalue,Other,Other,225,Settle
M18394,20020920,20020812,BWI,BaltimoreWashingtonIntlThurgoodMarshall,SouthwestAirlines,novalue,Checkpoint,Other,0,Deny
M18438,20020920,20020830,SDF,LouisvilleInternational,SouthwestAirlines,novalue,Other,Other,210,Settle
M18620,20020923,20020727,BWI,BaltimoreWashingtonIntlThurgoodMarshall,novalue,novalue,Other,ComputerLaptop,0,Deny
M21003,20020924,20020831,PHL,PhiladelphiaInternationalAirport,DeltaAirLines,PersonalInjury,Other,Other,0,novalue
M21021,20020924,20020831,PHL,PhiladelphiaInternationalAirport,DeltaAirLines,PersonalInjury,Other,Eyeglasses(includingcontactlenses),0,novalue
M0616631L,20020925,20020815,MCO,OrlandoInternationalAirport,novalue,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),26,ApproveinFull
M18221,20020925,20020912,BHM,BirminghamInternationalAirport,DeltaAirLines,PassengerPropertyLoss,Checkpoint,Other,20,ApproveinFull
M18804,20020926,20020829,TPA,TampaInternational,novalue,PropertyDamage,Checkpoint,CosmeticsPerfumetoiletarticlesmedicinessoapsetc.,65,ApproveinFull
M18917,20020927,20020910,EWR,NewarkInternationalAirport,USAir,novalue,Other,Other,0,Deny
M18919,20020927,20020731,CMH,PortColumbusInternational,novalue,novalue,Other,Other,0,Deny
M21134,20020927,20020803,BWI,BaltimoreWashingtonIntlThurgoodMarshall,USAir,PassengerPropertyLoss,Checkpoint,Eyeglasses(includingcontactlenses),364.07,Settle
M0616624L,20020930,20030821,novalue,novalue,novalue,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),0,Deny
M20887,20020930,20020628,BWI,BaltimoreWashingtonIntlThurgoodMarshall,SouthwestAirlines,novalue,Checkpoint,BabyStrollerscarseatsplaypenetc.,0,Deny
M21013,20020930,20020901,PHL,PhiladelphiaInternationalAirport,DeltaAirLines,PersonalInjury,Other,novalue,0,Deny
M19029,20020930,20020903,MCO,OrlandoInternationalAirport,VirginAtlantic,novalue,Checkpoint,CamerasDigital,457.8,Settle
M18966,20021002,20020926,JFK,JohnF.KennedyInternational,JetBlue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),3250,ApproveinFull
M19133,20021002,20020822,CLE,ClevelandHopkinsInternational,NorthwestAirlines,novalue,Other,ComputerLaptop,0,Deny
M0616802L,20021007,20020807,CMH,PortColumbusInternational,novalue,PersonalInjury,Checkpoint,novalue,0,novalue
M15769,20021007,20020718,BWI,BaltimoreWashingtonIntlThurgoodMarshall,novalue,novalue,Other,Luggage(alltypesincludingfootlockers),0,Deny
M18181,20021008,20020912,MDW,MidwayInternationalAirport,SouthwestAirlines,PassengerPropertyLoss,Checkpoint,Currency,100,ApproveinFull
M23623,20021008,20020821,BDL,BradleyInternationalAirport,UAL,novalue,Other,Other,700,ApproveinFull
M0714563M,20021008,20020912,COS,ColoradoSpringsMunicipal,novalue,PassengerPropertyLoss,Checkpoint,Other,0,Deny
M23284,20021008,20020908,HOU,WilliamP.Hobby,novalue,novalue,Checkpoint,ComputerLaptop,144,Settle
M18386,20021009,20020822,BOS,Boston(Logan)InternationalAirport,UAL,PropertyDamage,Checkpoint,CellPhones,75,ApproveinFull
M18908,20021009,20020909,RDU,RaleighDurhamInternational,ContinentalAirlines,PropertyDamage,Checkpoint,Other,237,ApproveinFull
M23278,20021010,20020925,SEA,SeattleTacomaInternational,novalue,PropertyDamage,Checkpoint,CosmeticsPerfumetoiletarticlesmedicinessoapsetc.,70,ApproveinFull
M21111,20021011,20020410,TSA,TSANonSpecifiedAirport,novalue,MotorVehicle,MotorVehicle,novalue,3080.69,ApproveinFull
M21254,20021011,20021007,PHL,PhiladelphiaInternationalAirport,novalue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),210,ApproveinFull
M0714547M,20021015,20020929,MCO,OrlandoInternationalAirport,novalue,PropertyDamage,Checkpoint,ClothingShoesbeltsaccessoriesetc.,30,ApproveinFull
M19239,20021015,20020920,BOS,Boston(Logan)InternationalAirport,AmericanAirlines,PassengerPropertyLoss,Checkpoint,PhotographicFilm,65,ApproveinFull
M19039,20021015,20020924,BOS,Boston(Logan)InternationalAirport,AmericanAirlines,novalue,Checkpoint,Other,75,Settle
M19078,20021017,20020912,SAT,SanAntonioInternational,SouthwestAirlines,novalue,Other,ComputerLaptop,0,ApproveinFull
M20938,20021017,20020927,SYR,SyracuseHancockInternational,USAir,novalue,Checkpoint,ComputerLaptop,58,ApproveinFull
M21052,20021017,20020922,MCO,OrlandoInternationalAirport,VirginAtlantic,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),60,ApproveinFull
M21053,20021017,20020915,JFK,JohnF.KennedyInternational,AmericanAirlines,PassengerPropertyLoss,Checkpoint,Other,499,ApproveinFull
M21054,20021017,20020924,BHM,BirminghamInternationalAirport,novalue,PassengerPropertyLoss,Checkpoint,Other,95,ApproveinFull
M21253,20021017,20021002,SEA,SeattleTacomaInternational,novalue,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),75,ApproveinFull
M19229,20021017,20020928,JFK,JohnF.KennedyInternational,novalue,PersonalInjury,Checkpoint,Luggage(alltypesincludingfootlockers),0,Deny
M20937,20021017,20020812,MOB,MobileRegional,novalue,novalue,CheckedBaggage,CamerasDigital,382.99,Deny
M0909801M,20021017,20020913,novalue,novalue,novalue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),0,novalue
M0616732L,20021017,20020815,LAX,LosAngelesInternationalAirport,novalue,novalue,Other,Other,231,Settle
M18614,20021017,20020914,MCO,OrlandoInternationalAirport,AmericanAirlines,PropertyDamage,Checkpoint,ComputerLaptop,600,Settle
M37190,20021018,20020809,MCO,OrlandoInternationalAirport,novalue,novalue,Checkpoint,Other,0,novalue
M1019000L,20021019,20021019,LAX,LosAngelesInternationalAirport,novalue,novalue,Checkpoint,Luggage(alltypesincludingfootlockers),25,ApproveinFull
M21051,20021021,20021003,ATL,HartsfieldJacksonAtlantaInternationalAirport,DeltaAirLines,novalue,Other,CellPhones,0,ApproveinFull
M37189,20021021,20020921,MCO,OrlandoInternationalAirport,novalue,PropertyDamage,Checkpoint,BabyStrollerscarseatsplaypenetc.,225,ApproveinFull
M0616643L,20021021,20021014,LGA,LaGuardia,novalue,PropertyDamage,Checkpoint,CellPhones,293.84,Settle
M19374,20021021,20020927,PIT,PittsburghInternationalAirport,USAir,novalue,Checkpoint,CellPhones,60,Settle
M21048,20021021,20021013,OAK,MetropolitanOaklandInternational,SouthwestAirlines,novalue,Checkpoint,CellPhones,234.7,Settle
M17356,20021022,20020828,BNA,NashvilleInternational,USAir,PassengerPropertyLoss,Checkpoint,JewelryFine,1000,ApproveinFull
M0616822L,20021023,20021014,JFK,JohnF.KennedyInternational,AmericanAirlines,PropertyDamage,Checkpoint,CosmeticsPerfumetoiletarticlesmedicinessoapsetc.,10,ApproveinFull
M0616828L,20021023,20021001,SLC,SaltLakeCityInternationalAirport,novalue,PropertyDamage,Checkpoint,JewelryFine,50,ApproveinFull
M21252,20021023,20021006,SLC,SaltLakeCityInternationalAirport,DeltaAirLines,PropertyDamage,CheckedBaggage,Other,20,ApproveinFull
M0315800N,20021023,20020731,CMH,PortColumbusInternational,novalue,PassengerPropertyLoss,Checkpoint,Other,0,novalue
M0616733L,20021023,20020815,novalue,novalue,DeltaAirLines,PropertyDamage,Other,Other,0,Deny
M19533,20021023,20021008,PBI,PalmBeachInternational,DeltaAirLines,novalue,Other,Other,0,Deny
M18356,20021023,20020918,LGA,LaGuardia,novalue,novalue,Checkpoint,ComputerLaptop,291.67,Settle
M21030,20021023,20021007,JFK,JohnF.KennedyInternational,AmericanAirlines,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),30,Settle
M21250,20021023,20021002,MDW,MidwayInternationalAirport,novalue,PropertyDamage,Checkpoint,Other,150,Settle
M21309,20021023,20021010,LAX,LosAngelesInternationalAirport,UAL,novalue,Other,Luggage(alltypesincludingfootlockers),82.9,Settle
M20930,20021025,20021002,JFK,JohnF.KennedyInternational,JetBlue,PassengerPropertyLoss,Checkpoint,JewelryFine,120,ApproveinFull
M20927,20021025,20021009,STL,LambertSt.LouisInternational,AmericanAirlines,novalue,Checkpoint,CamerasDigital,270,Settle
M0717508M,20021028,20021020,SAT,SanAntonioInternational,novalue,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),25,ApproveinFull
M19225,20021028,20021002,SMF,SacramentoInternationalAirport,SouthwestAirlines,PassengerPropertyLoss,Checkpoint,Luggage(alltypesincludingfootlockers),263,ApproveinFull
M20849,20021028,20020911,DTW,DetroitMetropolitanWayneCountyAirport,AmericanAirlines,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),208,ApproveinFull
M19696,20021028,20021003,ORF,NorfolkInternational,UAL,novalue,Other,Luggage(alltypesincludingfootlockers),0,novalue
M20835,20021028,20021016,BNA,NashvilleInternational,novalue,novalue,Checkpoint,ClothingShoesbeltsaccessoriesetc.,202.5,Settle
M0616549L,20021029,20020928,BWI,BaltimoreWashingtonIntlThurgoodMarshall,SouthwestAirlines,PropertyDamage,Checkpoint,ComputerLaptop,250,ApproveinFull
M0710500M,20021029,20021002,STL,LambertSt.LouisInternational,novalue,PropertyDamage,Checkpoint,CamerasDigital,165,ApproveinFull
M18344,20021029,20020918,CMH,PortColumbusInternational,novalue,PropertyDamage,Checkpoint,ComputerLaptop,1777,ApproveinFull
M20908,20021029,20021003,JFK,JohnF.KennedyInternational,novalue,PropertyDamage,Checkpoint,Other,492,ApproveinFull
M21807,20021029,20021009,EWR,NewarkInternationalAirport,AmericanAirlines,PassengerPropertyLoss,Checkpoint,Other,499,ApproveinFull
M21804,20021029,20021002,DFW,DallasFortWorthInternationalAirport,UAL,PassengerPropertyLoss,Checkpoint,CamerasDigital,0,novalue
M0616712L,20021029,20021016,DFW,DallasFortWorthInternationalAirport,novalue,PropertyDamage,Checkpoint,CamerasDigital,0,Deny
M21810,20021029,20021006,DTW,DetroitMetropolitanWayneCountyAirport,novalue,novalue,Other,Other,0,Deny
M21817,20021029,20021005,MCO,OrlandoInternationalAirport,DeltaAirLines,novalue,Other,Other,0,Deny
M19674,20021029,20021015,CMH,PortColumbusInternational,AmericanAirlines,PropertyDamage,Checkpoint,ClothingShoesbeltsaccessoriesetc.,35,Settle
M21818,20021029,20020922,DFW,DallasFortWorthInternationalAirport,novalue,novalue,Checkpoint,ClothingShoesbeltsaccessoriesetc.,60,Settle
M22471,20021031,20020914,LGA,LaGuardia,novalue,novalue,Other,Luggage(alltypesincludingfootlockers),0,Deny
M22473,20021031,20021006,PSP,PalmSpringsInternational,AlaskaAirlines,novalue,CheckedBaggage,Other,75,Settle
M0616816L,20021101,20021006,OKC,WillRogersWorld,AmericanAirlines,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),112,ApproveinFull
M17483,20021101,20021027,ATL,HartsfieldJacksonAtlantaInternationalAirport,DeltaAirLines,PropertyDamage,Checkpoint,Other,420,ApproveinFull
M21971,20021101,20020809,JFK,JohnF.KennedyInternational,JetBlue,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),25,ApproveinFull
M21978,20021101,20020924,DFW,DallasFortWorthInternationalAirport,novalue,PassengerPropertyLoss,Checkpoint,CellPhones,200,ApproveinFull
M21989,20021101,20020927,BNA,NashvilleInternational,novalue,PropertyDamage,Checkpoint,CellPhones,162,ApproveinFull
M21990,20021101,20021018,SAN,SanDiegoInternational,DeltaAirLines,PropertyDamage,Checkpoint,Other,80,ApproveinFull
M18728,20021101,20020914,CLT,CharlotteDouglasInternationalAirport,USAir,novalue,Other,Luggage(alltypesincludingfootlockers),0,Deny
M19933,20021101,20021022,EWR,NewarkInternationalAirport,novalue,novalue,Other,Eyeglasses(includingcontactlenses),0,Deny
M0616654L,20021101,20021021,HOU,WilliamP.Hobby,novalue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),726.74,Settle
M19158,20021101,20020918,SEA,SeattleTacomaInternational,AlaskaAirlines,novalue,Checkpoint,Other,75,Settle
M19814,20021104,20021009,novalue,novalue,AlohaAirlines,PassengerPropertyLoss,Checkpoint,CamerasDigital,250,ApproveinFull
M20034,20021104,20021023,novalue,novalue,ContinentalAirlines,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),71,ApproveinFull
M2004122170141,20021104,20041007,TOL,ToledoExpress,TranMeridianAirlines,PassengerPropertyLoss,CheckedBaggage,Other,40,ApproveinFull
M22011,20021104,20020926,SDF,LouisvilleInternational,novalue,PropertyDamage,Checkpoint,PDAPersonalDataAssistants,0,novalue
M0616703L,20021104,20020925,SAT,SanAntonioInternational,novalue,PropertyDamage,Checkpoint,CellPhones,0,Deny
M0728500M,20021104,20020724,MIA,MiamiInternationalAirport,AmericanAirlines,PropertyDamage,CheckedBaggage,Other,0,Deny
M22012,20021104,20021028,MSP,MinneapolisSt.PaulInternationalAirport,novalue,PropertyDamage,Checkpoint,ComputerLaptop,0,Deny
M22014,20021104,20020912,DEN,DenverInternationalAirport,AmericaWest,novalue,Checkpoint,PDAPersonalDataAssistants,0,Deny
M22019,20021104,20020918,TPA,TampaInternational,AmericaWest,novalue,Other,PDAPersonalDataAssistants,450,Settle
M0616695L,20021105,20020919,MSP,MinneapolisSt.PaulInternationalAirport,novalue,PropertyDamage,Checkpoint,Other,20,ApproveinFull
M20074,20021105,20021010,SLC,SaltLakeCityInternationalAirport,DeltaAirLines,PassengerPropertyLoss,Checkpoint,Other,20,ApproveinFull
M24643,20021105,20021026,MCO,OrlandoInternationalAirport,DeltaAirLines,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),197,ApproveinFull
M24645,20021105,20020930,COS,ColoradoSpringsMunicipal,UAL,novalue,Other,Luggage(alltypesincludingfootlockers),150,ApproveinFull
M24657,20021105,20021017,LAS,McCarranInternational,novalue,PassengerPropertyLoss,Checkpoint,ClothingShoesbeltsaccessoriesetc.,74,ApproveinFull
M19970,20021105,20021025,ATL,HartsfieldJacksonAtlantaInternationalAirport,DeltaAirLines,novalue,Other,Eyeglasses(includingcontactlenses),0,novalue
M24649,20021105,20021018,IAH,HoustonGeorgeBushIntercontinentalAirport,USAir,novalue,Checkpoint,CellPhones,0,novalue
M19510,20021105,20020905,PBI,PalmBeachInternational,DeltaAirLines,novalue,CheckedBaggage,Other,0,Deny
M19744,20021105,20021018,PVD,TFGreenAirportProvidence,SouthwestAirlines,PassengerPropertyLoss,Checkpoint,JewelryFine,280,Deny
M19936,20021105,20021013,CLE,ClevelandHopkinsInternational,ContinentalAirlines,novalue,Other,Eyeglasses(includingcontactlenses),0,Deny
M19985,20021105,20021008,ORF,NorfolkInternational,SouthwestAirlines,novalue,Other,JewelryFine,0,Deny
M19724,20021105,20021018,LAS,McCarranInternational,SouthwestAirlines,novalue,Checkpoint,ClothingShoesbeltsaccessoriesetc.,52.5,Settle
M24624,20021105,20021026,TPA,TampaInternational,AirTranAirlines,novalue,Checkpoint,Other,20,Settle
M24659,20021105,20021027,DFW,DallasFortWorthInternationalAirport,novalue,novalue,Checkpoint,ComputerLaptop,1470.69,Settle
M0717503M,20021106,20021024,CVG,CincinnatiNorthernKentuckyInternational,DeltaAirLines,PropertyDamage,Checkpoint,Other,167,ApproveinFull
M20156,20021106,20021027,LAS,McCarranInternational,SpiritAirlines,PropertyDamage,Checkpoint,ClothingShoesbeltsaccessoriesetc.,244,ApproveinFull
M28255,20021106,20021009,MIA,MiamiInternationalAirport,novalue,PassengerPropertyLoss,Checkpoint,Other,10,ApproveinFull
M20056,20021106,20021026,EWR,NewarkInternationalAirport,ContinentalAirlines,novalue,Other,Eyeglasses(includingcontactlenses),0,novalue
M0616776L,20021106,20021023,SJC,NormanYMinetaSanJoseInternational,novalue,PropertyDamage,Checkpoint,Other,0,Deny
M28038,20021106,20021006,MSP,MinneapolisSt.PaulInternationalAirport,NorthwestAirlines,novalue,Checkpoint,ClothingShoesbeltsaccessoriesetc.,0,Deny
M19886,20021107,20021023,PHX,PhoenixSkyHarborInternational,AmericaWest,PassengerPropertyLoss,Checkpoint,JewelryFine,204,ApproveinFull
M19944,20021107,20021023,IAH,HoustonGeorgeBushIntercontinentalAirport,ContinentalAirlines,novalue,CheckedBaggage,ClothingShoesbeltsaccessoriesetc.,60,ApproveinFull
M20113,20021107,20021015,JFK,JohnF.KennedyInternational,AmericanAirlines,PassengerPropertyLoss,Checkpoint,CosmeticsPerfumetoiletarticlesmedicinessoapsetc.,700,ApproveinFull
M20565,20021107,20021028,novalue,novalue,AirTranAirlines,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),60,ApproveinFull
M20638,20021107,20021028,FNT,BishopInternationalFlint,NorthwestAirlines,novalue,CheckedBaggage,ClothingShoesbeltsaccessoriesetc.,35,ApproveinFull
M25218,20021107,20020910,novalue,novalue,DeltaAirLines,PropertyDamage,Checkpoint,ClothingShoesbeltsaccessoriesetc.,50,ApproveinFull
M25221,20021107,20021030,PHL,PhiladelphiaInternationalAirport,novalue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),25,ApproveinFull
M0715502M,20021107,20020818,SAT,SanAntonioInternational,UAL,PropertyDamage,Checkpoint,PhotographicFilm,0,novalue
M19907,20021107,20021006,TPA,TampaInternational,DeltaAirLines,PassengerPropertyLoss,Checkpoint,Eyeglasses(includingcontactlenses),1000,Settle
M20132,20021107,20021018,SJC,NormanYMinetaSanJoseInternational,DeltaAirLines,novalue,Checkpoint,CellPhones,27.5,Settle
M25231,20021107,20021008,RIC,RichmondInternational,USAir,PropertyDamage,Checkpoint,JewelryFine,78.8,Settle
M25410,20021108,20021015,DTW,DetroitMetropolitanWayneCountyAirport,novalue,PropertyDamage,Checkpoint,ComputerLaptop,1760,ApproveinFull
M110900AL,20021109,20021109,LAX,LosAngelesInternationalAirport,novalue,novalue,Other,Other,0,novalue
M17591,20021112,20021003,MCO,OrlandoInternationalAirport,SpiritAirlines,PassengerPropertyLoss,Checkpoint,CellPhones,500,ApproveinFull
M18671,20021112,20020924,ORD,ChicagoO'HareInternationalAirport,SouthwestAirlines,PropertyDamage,Checkpoint,ComputerLaptop,2342,ApproveinFull
M19958,20021112,20021022,ELP,ElPasoInternationalAirport,SouthwestAirlines,PassengerPropertyLoss,Checkpoint,ClothingShoesbeltsaccessoriesetc.,37,ApproveinFull
M20228,20021112,20021009,novalue,novalue,novalue,PropertyDamage,CheckedBaggage,Luggage(alltypesincludingfootlockers),49,ApproveinFull
M26080,20021112,20021001,BNA,NashvilleInternational,SouthwestAirlines,PropertyDamage,Checkpoint,CamerasDigital,229,ApproveinFull
M19927,20021112,20021023,DCA,RonaldReaganWashingtonNationalAirport,ContinentalAirlines,novalue,Other,Eyeglasses(includingcontactlenses),0,Deny
M20843,20021112,20020705,TSA,TSANonSpecifiedAirport,novalue,PersonalInjury,Other,ClothingShoesbeltsaccessoriesetc.,0,Deny
M26090,20021112,20021024,SAN,SanDiegoInternational,AmericanAirlines,novalue,Other,CamerasDigital,0,Deny
M0616825L,20021112,20021019,CLE,ClevelandHopkinsInternational,novalue,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),775.16,Settle
M19306,20021112,20021004,LGA,LaGuardia,ContinentalAirlines,PassengerPropertyLoss,Checkpoint,CamerasDigital,742.25,Settle
M19767,20021113,20021020,MEM,MemphisInternationalAirport,NorthwestAirlines,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),65,ApproveinFull
M19827,20021113,20021022,LAS,McCarranInternational,AmericanAirlines,PassengerPropertyLoss,Checkpoint,Other,100,ApproveinFull
M19962,20021113,20021009,SEA,SeattleTacomaInternational,AlaskaAirlines,PropertyDamage,Checkpoint,Eyeglasses(includingcontactlenses),435,ApproveinFull
M19975,20021113,20020921,MCO,OrlandoInternationalAirport,USAir,PassengerPropertyLoss,Checkpoint,JewelryFine,45,ApproveinFull
M20057,20021113,20021009,ABE,LehighValleyInternationalAirportAllentown,NorthwestAirlines,PropertyDamage,Checkpoint,Luggage(alltypesincludingfootlockers),50,ApproveinFull
M26043,20021113,20021025,DCA,RonaldReaganWashingtonNationalAirport,DeltaAirLines,PropertyDamage,Checkpoint,Other,15,ApproveinFull
M26045,20021113,20021025,novalue,novalue,novalue,PropertyDamage,Checkpoint,CamerasDigital,223,ApproveinFull
M26149,20021113,20021102,novalue,novalue,SouthwestAirlines,PropertyDamage,CheckedBaggage,Luggage(alltypesincludingfootlockers),50,ApproveinFull
M26156,20021113,20021103,SMF,SacramentoInternationalAirport,SouthwestAirlines,PropertyDamage,Checkpoint,ClothingShoesbeltsaccessoriesetc.,45,ApproveinFull
M19750,20021113,20021015,HOU,WilliamP.Hobby,SouthwestAirlines,novalue,Other,ClothingShoesbeltsaccessoriesetc.,0,novalue
M19809,20021113,20021021,SMF,SacramentoInternationalAirport,SouthwestAirlines,novalue,Other,ComputerLaptop,0,Deny
M19978,20021113,20021004,TPA,TampaInternational,novalue,novalue,Other,JewelryFine,0,Deny
